time,height,speed,v_y,v_x,angle_to_vertical,deployment_angle_needed
3.0009999999997805,529.0504426440789,349.11523413938505,333.0851241885064,104.57412085465954,0.30421091071221945,0.31916387767945625
3.0009999999997805,529.147564726665,338.45490917071254,333.89751542106967,55.35498836953915,0.16429010144094747,0.3695934960811966
3.0009999999997805,530.1750691394803,345.5055076844205,334.095412671943,88.05856614681647,0.2577119960947031,0.344666308278055
3.0009999999997805,530.203306857362,341.95223747637914,334.3638939868522,71.63881010353984,0.2110630349835094,0.36154009694479705
3.0009999999997805,531.7441683191578,356.0787460266633,334.42534111407696,122.27740834943411,0.3505345575572411,0.3122609641339709
3.0009999999997805,532.1907401532956,338.29723611951056,335.967785833006,39.6316394887629,0.11741998409188788,0.39816388825556676
3.0009999999997805,534.0414845558155,352.40877408409625,336.2274366808508,105.56066916460917,0.30421091071221945,0.34639203666442636
3.0009999999997805,534.2849197240113,341.7408791626612,337.1392388717597,55.892415441088076,0.16429010144094747,0.39931437384648094
3.0009999999997805,535.2243555122374,348.79603632903405,337.27727374500915,88.89721915773855,0.2577119960947031,0.3726614576569679
3.0009999999997805,535.3014155771443,345.2402397598059,337.5789314290335,72.32764481607387,0.21106303498350937,0.3904939843161385
3.0009999999997805,536.6677254332241,359.3757714528361,337.5218720503184,123.40960657489184,0.3505345575572411,0.3385303851265124
3.0009999999997805,537.3576405431334,341.5816753051369,339.2296089964333,40.01641268768293,0.11741998409188788,0.42846000881630814
3.0009999999997805,539.0325264675521,355.70231402880745,339.3697491731952,106.54721747455878,0.30421091071221945,0.37362019564939647
3.0009999999997805,539.4222747213574,345.0268491546099,340.38096232244965,56.429842512637,0.1642901014409475,0.42903525161176526
3.0009999999997805,540.2736418849943,352.08656497364757,340.45913481807526,89.7358721686606,0.2577119960947031,0.4010401022328523
3.0009999999997805,540.3995242969266,348.5282420432326,340.79396887121476,73.0164795286079,0.21106303498350937,0.41963961928596577
3.0009999999997805,541.5912825472903,362.6727968790089,340.61840298655983,124.54180480034955,0.3505345575572411,0.3646080585205683
3.0009999999997805,542.5245409329711,344.8661144907632,342.4914321598605,40.40118588660296,0.11741998409188789,0.45894787697553524
3.0009999999997805,544.0235683792887,358.9958539735186,342.5120616655396,107.5337657845084,0.3042109107122195,0.4010401022328523
3.0009999999997805,544.5596297187037,348.3128191465586,343.62268577313966,56.96726958418593,0.1642901014409475,0.45913962457402097
3.0009999999997805,545.3229282577513,355.3770936182611,343.64099589114136,90.57452517958266,0.2577119960947031,0.42941874680873665
3.0009999999997805,545.497633016709,351.81624432665933,344.009006313396,73.70531424114195,0.2110630349835094,0.44897700185427863
3.0009999999997805,546.5148396613566,365.9698223051817,343.7149339228013,125.67400302580728,0.3505345575572411,0.39106922711159564
3.0009999999997805,547.691441322809,348.1505536763895,345.75325532328776,40.78595908552299,0.11741998409188788,0.4898192403317338
3.0009999999997805,549.0146102910253,362.2893939182298,345.65437415788404,108.52031409445802,0.30421091071221945,0.42846000881630814
3.0009999999997805,549.69698471605,351.59878913850724,346.8644092238297,57.50469665573485,0.16429010144094747,0.4894357451347624
3.0009999999997805,550.3722146305082,358.6676222628746,346.8228569642075,91.41317819050472,0.2577119960947031,0.4579891389831067
3.0009999999997805,550.5957417364913,355.1042466100861,347.2240437555773,74.39414895367598,0.21106303498350937,0.47850613202107717
3.0009999999997805,551.4383967754229,369.2668477313545,346.81146485904276,126.80620125126501,0.3505345575572411,0.41753039570262296
3.0009999999997805,552.8583417126468,351.43499286201586,349.01507848671497,41.17073228444302,0.1174199840918879,0.520882351286418
3.0009999999997805,554.0056522027619,365.582933862941,348.7966866502284,109.50686240440764,0.30421091071221945,0.4562634105967354
3.0009999999997805,554.8343397133963,354.8847591304559,350.1061326745197,58.04212372728377,0.16429010144094747,0.5199236132939895
3.0009999999997805,555.4215010032651,361.9581509074882,350.0047180372736,92.2518312014268,0.2577119960947031,0.48694302635444825
3.0009999999997805,555.6938504562737,358.3922488935128,350.4390811977586,75.08298366621003,0.2110630349835094,0.5084187573848473
3.0009999999997805,556.361953889489,372.56387315752727,349.90799579528414,127.93839947672271,0.3505345575572411,0.444183311892136
3.0009999999997805,558.0252421024846,354.71943204764216,352.27690165014224,41.55550548336305,0.11741998409188789,0.5523289574380736
3.0009999999997805,558.9966941144985,368.8764738076522,351.9389991425728,110.49341071435725,0.30421091071221945,0.4842585599756484
3.0009999999997805,559.9716947107426,358.17072912240457,353.34785612520966,58.5795507988327,0.16429010144094747,0.5509867242486737
3.0009999999997805,560.4707873760221,365.2486795521017,353.1865791103398,93.09048421234885,0.2577119960947031,0.5160886613242754
3.0009999999997805,560.791959176056,361.6802511769395,353.65411863993984,75.77181837874406,0.2110630349835094,0.538523130347103
3.0009999999997805,561.2855110035554,375.8608985837002,353.0045267315257,129.07059770218046,0.3505345575572411,0.47083622808164893
3.0009999999997805,563.1921424923225,358.00387123326846,355.5387248135695,41.94027868228307,0.11741998409188788,0.5843508063851863
3.0009999999997805,563.9877360262349,372.1700137523633,355.08131163491714,111.47995902430685,0.30421091071221945,0.512445456953047
3.0009999999997805,565.1090497080888,361.4566991143532,356.5895795758997,59.116977870381625,0.16429010144094747,0.5822415828018437
3.0009999999997805,565.520073748779,368.5392081967152,356.3684401834059,93.92913722327091,0.2577119960947031,0.5454260438925882
3.0009999999997805,565.8900678958383,364.9682534603662,356.86915608212115,76.46065309127809,0.21106303498350934,0.5692027461048157
3.0009999999997805,566.2090681176215,379.1579240098729,356.10105766776707,130.20279592763816,0.3505345575572411,0.4978726394681335
3.0009999999997805,568.3590428821603,361.2883104188948,358.8005479769967,42.3250518812031,0.11741998409188789,0.6167561505292707
3.0009999999997805,568.9787779379716,375.46355369707453,358.22362412726164,112.46650733425649,0.30421091071221945,0.5408241015289312
3.0009999999997805,570.2464047054351,364.7426691063019,359.8313030265897,59.654404941930544,0.16429010144094747,0.6142634317489564
3.0009999999997805,570.569360121536,371.82973684132867,359.5503012564719,94.76779023419296,0.2577119960947031,0.5753386692563585
3.0009999999997805,570.9881766156207,368.25625574379296,360.0841935243024,77.14948780381214,0.2110630349835094,0.6000741094610142
3.0009999999997805,571.1326252316878,382.4549494360457,359.1975886040085,131.3349941530959,0.3505345575572411,0.5251007984531035
3.0009999999997805,573.5259432719981,364.5727496045211,362.062371140424,42.70982508012313,0.11741998409188789,0.6497367374688119
